INCIDENT_TYPE,Street,MONTH,YEAR,FILE_NUMBER,Latitude,Longitude
Theft from Motor Vehicle,10500 WHALLEY BLVD,Sep,2019,19-144255,49.193333,-122.84221799999999
Theft from Motor Vehicle,13500 96TH AVE,Sep,2019,19-144681,49.176854999999996,-122.849014
Theft from Motor Vehicle,9300 140TH ST,Sep,2019,19-144771,49.171254,-122.834351
Theft from Motor Vehicle,96B AVE / 128TH ST,Sep,2019,19-144793,49.191303000000005,-122.849144
Theft from Motor Vehicle,12800 110TH AVE,Sep,2019,19-144963,49.202841,-122.865338
Theft from Motor Vehicle,12100 97TH AVE,Sep,2019,19-145082,49.178707,-122.888225
Theft from Motor Vehicle,13800 101ST AVE,Sep,2019,19-145104,49.186784,-122.83978
Theft from Motor Vehicle,13300 CENTRAL AVE,Sep,2019,19-145115,49.190128,-122.852492
Theft from Motor Vehicle,11600 130TH ST,Sep,2019,19-145156,49.213656,-122.861522
Theft from Motor Vehicle,10700 133RD ST,Sep,2019,19-145185,49.197584,-122.853567
Theft from Motor Vehicle,CITY PKWY / GATEWAY DR,Sep,2019,19-145381,49.200881,-122.850104
Theft from Motor Vehicle,12200 98A AVE,Sep,2019,19-145386,49.191303000000005,-122.849144
Theft from Motor Vehicle,13800 BRENTWOOD CRES,Sep,2019,19-145608,49.204322999999995,-122.83973799999998
Theft from Motor Vehicle,12100 94TH AVE,Sep,2019,19-145691,49.174453,-122.887289
Theft from Motor Vehicle,9500 127TH ST,Sep,2019,19-145705,49.175276000000004,-122.869228
Theft from Motor Vehicle,10600 125B ST,Sep,2019,19-145703,49.036657,-122.776517
Theft from Motor Vehicle,9400 126TH ST,Sep,2019,19-146226,49.173734,-122.87339399999999
Theft from Motor Vehicle,12900 106TH AVE,Sep,2019,19-146260,49.196022,-122.865147
Theft from Motor Vehicle,13700 111TH AVE,Aug,2019,19-146276,49.204091999999996,-122.84250300000001
Theft from Motor Vehicle,9900 123A ST,Sep,2019,19-146324,49.191303000000005,-122.849144
Theft from Motor Vehicle,13400 102ND AVE,Sep,2019,19-146345,49.188708,-122.851262
Theft from Motor Vehicle,10800 125TH ST,Sep,2019,19-146354,49.199373,-122.875681
Theft from Motor Vehicle,13200 100TH AVE,Sep,2019,19-146760,49.184290999999995,-122.856225
Theft from Motor Vehicle,13800 SELKIRK DR,Sep,2019,19-146798,49.202127000000004,-122.838973
Theft from Motor Vehicle,12800 CARLUKE CRES,Sep,2019,19-146840,49.165741,-122.862474
Theft from Motor Vehicle,8900 130B ST,Sep,2019,19-146906,49.036657,-122.776517
Theft from Motor Vehicle,9900 132A ST,Sep,2019,19-146945,49.191303000000005,-122.849144
Theft from Motor Vehicle,10100 127TH ST,Sep,2019,19-147028,49.186392,-122.86868100000001
Theft from Motor Vehicle,10600 KING GEORGE BLVD,Sep,2019,19-147095,49.195737,-122.84419299999999
Theft from Motor Vehicle,13800 HANSEN RD,Sep,2019,19-147204,49.205672,-122.838577
Theft from Motor Vehicle,13800 CENTRAL AVE,Sep,2019,19-147240,49.1895,-122.839647
Theft from Motor Vehicle,12700 113A AVE,Sep,2019,19-147267,49.191303000000005,-122.849144
Theft from Motor Vehicle,12800 115A AVE,Sep,2019,19-147348,49.191303000000005,-122.849144
Theft from Motor Vehicle,13800 104TH AVE,Sep,2019,19-147365,49.191409,-122.84026200000001
Theft from Motor Vehicle,10300 KING GEORGE BLVD,Sep,2019,19-147426,49.189710999999996,-122.844875
Theft from Motor Vehicle,10500 KING GEORGE BLVD,Sep,2019,19-147445,49.193277,-122.845001
Theft from Motor Vehicle,11200 132ND ST,Sep,2019,19-147473,49.205625,-122.85621299999998
Theft from Motor Vehicle,10300 KING GEORGE BLVD,Sep,2019,19-147574,49.189710999999996,-122.844875
Theft from Motor Vehicle,9500 127TH ST,Apr,2019,19-147598,49.175276000000004,-122.869228
Theft from Motor Vehicle,8800 128TH ST,Sep,2019,19-147611,49.162293,-122.867778
Theft from Motor Vehicle,PATTULLO PL / SCOTT RD,Sep,2019,19-147618,49.191303000000005,-122.849144
Theft from Motor Vehicle,13100 109TH AVE,Sep,2019,19-147660,49.200734000000004,-122.85893200000001
Theft from Motor Vehicle,138A ST / 100TH AVE,Sep,2019,19-147693,49.191303000000005,-122.849144
Theft from Motor Vehicle,12800 106TH AVE,Sep,2019,19-147723,49.195209999999996,-122.867015
Theft from Motor Vehicle,12800 106TH AVE,Sep,2019,19-147725,49.195209999999996,-122.867015
Theft from Motor Vehicle,13800 LAUREL DR,Sep,2019,19-147881,49.177807,-122.83566699999999
Theft from Motor Vehicle,10600 KING GEORGE BLVD,Sep,2019,19-147885,49.195737,-122.84419299999999
Theft from Motor Vehicle,12300 KING GEORGE BLVD,Sep,2019,19-147907,49.206327,-122.881778
Theft from Motor Vehicle,9500 126TH ST,Sep,2019,19-147990,49.175449,-122.87338999999999
Theft from Motor Vehicle,10700 TIMBERLAND RD,Sep,2019,19-148013,49.196901000000004,-122.89616699999999
Theft from Motor Vehicle,13300 CENTRAL AVE,Sep,2019,19-148136,49.190128,-122.852492
Theft from Motor Vehicle,12500 110TH AVE,Sep,2019,19-148149,49.202321999999995,-122.875598
Theft from Motor Vehicle,12500 110TH AVE,Sep,2019,19-148218,49.202321999999995,-122.875598
Theft from Motor Vehicle,10700 139TH ST,Sep,2019,19-148419,49.196809,-122.836704
Theft from Motor Vehicle,13900 100TH AVE,Sep,2019,19-148541,49.183996,-122.83643899999998
Theft from Motor Vehicle,10000 123A ST,Sep,2019,19-148937,49.191303000000005,-122.849144
Theft from Motor Vehicle,103A AVE / UNIVERSITY DR,Sep,2019,19-149228,49.191303000000005,-122.849144
Theft from Motor Vehicle,9600 125TH ST,Sep,2019,19-149323,49.176983,-122.87618799999998
Theft from Motor Vehicle,11200 132ND ST,Sep,2019,19-149330,49.205625,-122.85621299999998
Theft from Motor Vehicle,10200 CITY PKWY,Sep,2019,19-149444,49.188587,-122.84741499999998
Theft from Motor Vehicle,12500 110TH AVE,Sep,2019,19-149511,49.202321999999995,-122.875598
Theft from Motor Vehicle,13100 100A AVE,Aug,2019,19-149611,49.191303000000005,-122.849144
Theft from Motor Vehicle,13300 SUTTON PL,Sep,2019,19-149717,49.174307,-122.85381399999999
Theft from Motor Vehicle,13300 KING GEORGE BLVD,Sep,2019,19-149772,49.203742999999996,-122.85314
Theft from Motor Vehicle,9400 WALLACE CRES,Sep,2019,19-150237,49.173342,-122.864694
Theft from Motor Vehicle,9000 123A ST,Sep,2019,19-150266,49.167014,-122.88048899999998
Theft from Motor Vehicle,13300 104TH AVE,Sep,2019,19-150768,49.19147,-122.853448
Theft from Motor Vehicle,13700 BENTLEY RD,Sep,2019,19-151564,49.203121,-122.842026
Theft from Motor Vehicle,13400 96TH AVE,Sep,2019,19-152214,49.176901,-122.851676
Theft from Motor Vehicle,10500 138TH ST,Sep,2019,19-152679,49.193458,-122.83945800000001
Theft from Motor Vehicle,13800 LAUREL DR,Sep,2019,19-800127,49.177807,-122.83566699999999
Theft from Motor Vehicle,10200 133RD ST,Sep,2019,19-140492,49.187884000000004,-122.85411200000001
Theft from Motor Vehicle,12300 KING GEORGE BLVD,Sep,2019,19-144098,49.206327,-122.881778
Theft from Motor Vehicle,14700 104TH AVE,Jan,2019,19-2758,49.191274,-122.81455600000001
Theft from Motor Vehicle,16600 108TH AVE,Mar,2019,19-57789,49.199958,-122.761923
Theft from Motor Vehicle,9200 148A ST,Apr,2019,19-57923,49.170581,-122.81052700000001
Theft from Motor Vehicle,8600 144TH ST,Apr,2019,19-59253,49.159091,-122.821781
Theft from Motor Vehicle,9800 168TH ST,May,2019,19-64323,49.180588,-122.75678300000001
Theft from Motor Vehicle,8900 160A ST,May,2019,19-65789,49.164424,-122.776758
Theft from Motor Vehicle,159TH ST / 105A AVE,May,2019,19-66524,49.193967,-122.781349
Theft from Motor Vehicle,156TH ST / 105A AVE,May,2019,19-69602,49.193971999999995,-122.789774
Theft from Motor Vehicle,15800 96TH AVE,May,2019,19-70503,49.176743,-122.78481399999998
Theft from Motor Vehicle,14200 KINDERSLEY DR,May,2019,19-71716,49.204963,-122.828391
Theft from Motor Vehicle,11000 141B ST,May,2019,19-75722,49.036657,-122.776517
Theft from Motor Vehicle,10600 141ST ST,May,2019,19-76135,49.195333000000005,-122.831101
Theft from Motor Vehicle,15800 80TH AVE,Jun,2019,19-81607,49.14808,-122.783153
Theft from Motor Vehicle,11200 156A ST,Jun,2019,19-81663,49.206518,-122.788468
Theft from Motor Vehicle,10300 152ND ST,Jun,2019,19-86030,49.189479999999996,-122.799246
Theft from Motor Vehicle,11200 153RD ST,Jun,2019,19-87028,49.206209,-122.798116
Theft from Motor Vehicle,11100 156A ST,Jun,2019,19-90610,49.204347999999996,-122.788147
Theft from Motor Vehicle,11100 156TH ST,Jun,2019,19-90770,49.204347999999996,-122.788147
Theft from Motor Vehicle,10500 168TH ST,Jul,2019,19-99425,49.193182,-122.75539099999999
Theft from Motor Vehicle,8500 164TH ST,Jun,2019,19-99537,49.157399,-122.76630700000001
Theft from Motor Vehicle,15700 96TH AVE,Jul,2019,19-101639,49.176749,-122.787543
Theft from Motor Vehicle,14300 103RD AVE,Jul,2019,19-101752,49.190396,-122.825474
Theft from Motor Vehicle,105A AVE / 144TH ST,Aug,2019,19-121391,49.191303000000005,-122.849144
Theft from Motor Vehicle,10300 152ND ST,Aug,2019,19-124526,49.189479999999996,-122.799246
Theft from Motor Vehicle,88TH AVE / 152ND ST,Aug,2019,19-126373,49.162878000000006,-122.79973600000001
Theft from Motor Vehicle,14700 106A AVE,Aug,2019,19-128781,49.191303000000005,-122.849144
Theft from Motor Vehicle,14800 83A AVE,Aug,2019,19-129299,49.191303000000005,-122.849144
Theft from Motor Vehicle,15800 99TH AVE,Aug,2019,19-129407,49.183312,-122.784374
Theft from Motor Vehicle,15400 84A AVE,Aug,2019,19-130388,49.191303000000005,-122.849144
Theft from Motor Vehicle,14900 80B AVE,Aug,2019,19-130916,49.036657,-122.776517
Theft from Motor Vehicle,15800 101A AVE,Aug,2019,19-132988,49.191303000000005,-122.849144
Theft from Motor Vehicle,11000 164A ST,Aug,2019,19-133367,49.20265,-122.76570600000001
Theft from Motor Vehicle,16300 80TH AVE,Aug,2019,19-133683,49.148967,-122.77011399999999
Theft from Motor Vehicle,15000 PHEASANT DR,Aug,2019,19-133721,49.205015,-122.806279
Theft from Motor Vehicle,14600 ST ANDREWS DR,Aug,2019,19-133997,49.212255,-122.81655900000001
Theft from Motor Vehicle,15000 101ST AVE,Aug,2019,19-134111,49.186403000000006,-122.80688899999998
Theft from Motor Vehicle,15800 88TH AVE,Aug,2019,19-134123,49.163624,-122.784159
Theft from Motor Vehicle,16200 83RD AVE,Aug,2019,19-134137,49.153859999999995,-122.773936
Theft from Motor Vehicle,10400 168TH ST,Aug,2019,19-134257,49.192059,-122.75625600000001
Theft from Motor Vehicle,9000 161A ST,Sep,2019,19-134503,49.165983000000004,-122.77461100000001
Theft from Motor Vehicle,10700 GUILDFORD DR,Sep,2019,19-134566,49.196731,-122.79851399999998
Theft from Motor Vehicle,9700 152B ST,Aug,2019,19-134619,49.036657,-122.776517
Theft from Motor Vehicle,15300 GUILDFORD DR,Aug,2019,19-134677,49.195792,-122.79694599999999
Theft from Motor Vehicle,10300 152ND ST,Sep,2019,19-134734,49.189479999999996,-122.799246
Theft from Motor Vehicle,15400 94TH AVE,Sep,2019,19-134758,49.173334999999994,-122.79561000000001
Theft from Motor Vehicle,15700 84A AVE,Aug,2019,19-134759,49.191303000000005,-122.849144
Theft from Motor Vehicle,10300 152ND ST,Sep,2019,19-134861,49.189479999999996,-122.799246
Theft from Motor Vehicle,10200 149TH ST,Sep,2019,19-135219,49.187728,-122.808894
Theft from Motor Vehicle,15000 92A AVE,Sep,2019,19-135454,49.191303000000005,-122.849144
Theft from Motor Vehicle,14200 GROSVENOR RD,Sep,2019,19-135641,49.20793,-122.82847
Theft from Motor Vehicle,8100 153RD ST,Aug,2019,19-135832,49.149946,-122.79623600000001
Theft from Motor Vehicle,100TH AVE / 141ST ST,Sep,2019,19-136002,49.184169,-122.83140900000001
Theft from Motor Vehicle,9800 168TH ST,Sep,2019,19-136099,49.180588,-122.75678300000001
Theft from Motor Vehicle,15600 112TH AVE,Sep,2019,19-136297,49.206926,-122.79006000000001
Theft from Motor Vehicle,15200 85A AVE,Sep,2019,19-136621,49.191303000000005,-122.849144
Theft from Motor Vehicle,15600 82A AVE,Sep,2019,19-136851,49.191303000000005,-122.849144
Theft from Motor Vehicle,15800 112TH AVE,Sep,2019,19-136865,49.205949,-122.78415
Theft from Motor Vehicle,15800 112TH AVE,Sep,2019,19-136933,49.205949,-122.78415
Theft from Motor Vehicle,108TH AVE / 157A ST,Sep,2019,19-137127,49.198845,-122.786988
Theft from Motor Vehicle,16400 78A AVE,Sep,2019,19-137327,49.191303000000005,-122.849144
Theft from Motor Vehicle,16100 80A AVE,Sep,2019,19-137526,49.191303000000005,-122.849144
Theft from Motor Vehicle,15800 80TH AVE,Sep,2019,19-137572,49.14808,-122.783153
Theft from Motor Vehicle,8200 153RD ST,Sep,2019,19-137616,49.152516999999996,-122.796833
Theft from Motor Vehicle,16400 78A AVE,Sep,2019,19-137723,49.191303000000005,-122.849144
Theft from Motor Vehicle,16500 80TH AVE,Sep,2019,19-137774,49.148045,-122.76446899999999
Theft from Motor Vehicle,15300 82ND AVE,Sep,2019,19-137790,49.151754,-122.797947
Theft from Motor Vehicle,8000 156TH ST,Sep,2019,19-137881,49.148815,-122.789864
Theft from Motor Vehicle,9300 152ND ST,Sep,2019,19-137933,49.171945,-122.80098400000001
Theft from Motor Vehicle,11100 CALEDONIA DR,Sep,2019,19-138086,49.204178999999996,-122.82243100000001
Theft from Motor Vehicle,15400 104TH AVE,Sep,2019,19-138136,49.191327,-122.795775
Theft from Motor Vehicle,15400 94TH AVE,Sep,2019,19-138216,49.173334999999994,-122.79561000000001
Theft from Motor Vehicle,152ND ST / 108TH AVE,Sep,2019,19-138248,49.198753,-122.800843
Theft from Motor Vehicle,16600 78TH AVE,Aug,2019,19-138247,49.144383000000005,-122.761959
Theft from Motor Vehicle,15500 94TH AVE,Sep,2019,19-138293,49.173792,-122.79313300000001
Theft from Motor Vehicle,10800 152ND ST,Sep,2019,19-138344,49.199093,-122.80055
Theft from Motor Vehicle,10200 149TH ST,Sep,2019,19-138472,49.187728,-122.808894
Theft from Motor Vehicle,10000 152ND ST,Sep,2019,19-138684,49.191303000000005,-122.849144
Theft from Motor Vehicle,16200 80TH AVE,Sep,2019,19-138717,49.148099,-122.772907
Theft from Motor Vehicle,14200 110TH AVE,Sep,2019,19-138832,49.203317999999996,-122.82961599999999
Theft from Motor Vehicle,15200 84TH AVE,Sep,2019,19-139257,49.155377,-122.80183600000001
Theft from Motor Vehicle,15500 92A AVE,Sep,2019,19-139336,49.191303000000005,-122.849144
Theft from Motor Vehicle,15500 95A AVE,Sep,2019,19-139496,49.191303000000005,-122.849144
Theft from Motor Vehicle,8100 156TH ST,Sep,2019,19-139508,49.14993,-122.788582
Theft from Motor Vehicle,10000 143RD ST,Sep,2019,19-800142,49.191303000000005,-122.849144
Theft from Motor Vehicle,9600 155A ST,Sep,2019,19-139571,49.176538,-122.79175900000001
Theft from Motor Vehicle,9700 154TH ST,Sep,2019,19-139605,49.178833000000004,-122.79523600000002
Theft from Motor Vehicle,14000 100A AVE,Sep,2019,19-139736,49.191303000000005,-122.849144
Theft from Motor Vehicle,14000 100A AVE,Sep,2019,19-139754,49.191303000000005,-122.849144
Theft from Motor Vehicle,16100 110TH AVE,Sep,2019,19-139808,49.203235,-122.775949
Theft from Motor Vehicle,15600 98TH AVE,Sep,2019,19-139824,49.181481,-122.79094199999999
Theft from Motor Vehicle,14900 81A AVE,Sep,2019,19-139827,49.191303000000005,-122.849144
Theft from Motor Vehicle,15400 86TH AVE,Sep,2019,19-139961,49.159029,-122.79608
Theft from Motor Vehicle,15400 FRASER HWY,Sep,2019,19-139999,49.191303000000005,-122.849144
Theft from Motor Vehicle,7700 169A ST,Sep,2019,19-140382,49.143716999999995,-122.75370500000001
Theft from Motor Vehicle,15300 GUILDFORD DR,Sep,2019,19-140401,49.195792,-122.79694599999999
Theft from Motor Vehicle,11300 SURREY RD,Sep,2019,19-140475,49.207909,-122.815247
Theft from Motor Vehicle,10700 150TH ST,Sep,2019,19-140504,49.196631,-122.805977
Theft from Motor Vehicle,8000 164A ST,Sep,2019,19-140608,49.148393,-122.766148
Theft from Motor Vehicle,15100 105TH AVE,Sep,2019,19-140609,49.193412,-122.80254
Theft from Motor Vehicle,10700 150TH ST,Sep,2019,19-140646,49.196631,-122.805977
Theft from Motor Vehicle,16300 82ND AVE,Sep,2019,19-140731,49.151654,-122.77020300000001
Theft from Motor Vehicle,14800 HOLLY PARK LANE,Sep,2019,19-140800,49.194688,-122.812097
Theft from Motor Vehicle,16500 80TH AVE,Sep,2019,19-140803,49.148045,-122.76446899999999
Theft from Motor Vehicle,108TH AVE / 148TH ST,Sep,2019,19-141002,49.199631,-122.812546
Theft from Motor Vehicle,15200 103A AVE,Sep,2019,19-141190,49.191303000000005,-122.849144
Theft from Motor Vehicle,8300 164TH ST,Sep,2019,19-141253,49.153551,-122.767381
Theft from Motor Vehicle,8800 151ST ST,Sep,2019,19-141636,49.163083,-122.804024
Theft from Motor Vehicle,15500 91ST AVE,Sep,2019,19-141715,49.169018,-122.792837
Theft from Motor Vehicle,7800 167A ST,Sep,2019,19-141725,49.144754,-122.75766100000001
Theft from Motor Vehicle,82ND AVE / 160TH ST,Sep,2019,19-141940,49.150069,-122.77774699999999
Theft from Motor Vehicle,7800 166TH ST,Sep,2019,19-142051,49.143972999999995,-122.760208
Theft from Motor Vehicle,9100 159TH ST,Sep,2019,19-142463,49.167635,-122.78133999999999
Theft from Motor Vehicle,8800 165TH ST,Sep,2019,19-142499,49.163062,-122.76461299999998
Theft from Motor Vehicle,15500 104TH AVE,Sep,2019,19-143074,49.19231,-122.792402
Theft from Motor Vehicle,14200 KINDERSLEY DR,Sep,2019,19-143233,49.204963,-122.828391
Theft from Motor Vehicle,10500 ARBUTUS WYND,Sep,2019,19-143386,49.193664,-122.762074
Theft from Motor Vehicle,9100 160TH ST,Sep,2019,19-143407,49.168096000000006,-122.77861200000001
Theft from Motor Vehicle,9000 155A ST,Sep,2019,19-143438,49.166707,-122.791572
Theft from Motor Vehicle,10100 152A ST,Sep,2019,19-143526,49.185755,-122.800582
Theft from Motor Vehicle,7800 163A ST,Sep,2019,19-143644,49.145319,-122.76860400000001
Theft from Motor Vehicle,156TH ST / 102ND AVE,Sep,2019,19-143748,49.189299,-122.78979199999999
Theft from Motor Vehicle,15000 95A AVE,Sep,2019,19-143887,49.191303000000005,-122.849144
Theft from Motor Vehicle,8700 MILTON DR,Sep,2019,19-144009,49.161084,-122.808374
Theft from Motor Vehicle,15200 111A AVE,Sep,2019,19-144047,49.191303000000005,-122.849144
Theft from Motor Vehicle,13800 PARK DR,Sep,2019,19-144066,49.205568,-122.839178
Theft from Motor Vehicle,15700 99TH AVE,Sep,2019,19-144507,49.183747,-122.787283
Theft from Motor Vehicle,8300 164TH ST,Sep,2019,19-144518,49.153551,-122.767381
Theft from Motor Vehicle,9500 164TH ST,Sep,2019,19-144535,49.174779,-122.767478
Theft from Motor Vehicle,85TH AVE / 160A ST,Sep,2019,19-144603,49.191303000000005,-122.849144
Theft from Motor Vehicle,15900 84TH AVE,Sep,2019,19-144610,49.155983,-122.780698
Theft from Motor Vehicle,10100 152ND ST,Sep,2019,19-144873,49.185755,-122.800582
Theft from Motor Vehicle,8800 159A ST,Sep,2019,19-145081,49.161961,-122.781807
Theft from Motor Vehicle,9700 140TH ST,Sep,2019,19-145121,49.179726,-122.833825
Theft from Motor Vehicle,9100 150A ST,Sep,2019,19-145407,49.168454,-122.804874
Theft from Motor Vehicle,10300 152ND ST,Sep,2019,19-145456,49.189479999999996,-122.799246
Theft from Motor Vehicle,9500 160TH ST,Sep,2019,19-145477,49.175193,-122.77860600000001
Theft from Motor Vehicle,15900 101ST AVE,Sep,2019,19-145602,49.186894,-122.781424
Theft from Motor Vehicle,15700 89A AVE,Sep,2019,19-145648,49.191303000000005,-122.849144
Theft from Motor Vehicle,164TH ST / 80TH AVE,Sep,2019,19-145652,49.148223,-122.76768899999999
Theft from Motor Vehicle,8200 166TH ST,Sep,2019,19-145653,49.151431,-122.761972
Theft from Motor Vehicle,15900 89A AVE,Sep,2019,19-145680,49.191303000000005,-122.849144
Theft from Motor Vehicle,16000 103RD AVE,Sep,2019,19-145771,49.18913,-122.778047
Theft from Motor Vehicle,7900 166TH ST,Sep,2019,19-145852,49.146059,-122.761696
Theft from Motor Vehicle,10600 150TH ST,Sep,2019,19-145867,49.194798,-122.80604
Theft from Motor Vehicle,10600 150TH ST,Sep,2019,19-146731,49.194798,-122.80604
Theft from Motor Vehicle,8600 167TH ST,Sep,2019,19-146766,49.158989,-122.759146
Theft from Motor Vehicle,9000 163RD ST,Sep,2019,19-146915,49.166989,-122.76964199999999
Theft from Motor Vehicle,9600 156TH ST,Sep,2019,19-146996,49.176694,-122.789725
Theft from Motor Vehicle,8000 163A ST,Sep,2019,19-147249,49.149069,-122.768965
Theft from Motor Vehicle,14500 106TH AVE,Sep,2019,19-147278,49.195896999999995,-122.82037
Theft from Motor Vehicle,8500 167TH ST,Sep,2019,19-147299,49.157055,-122.759014
Theft from Motor Vehicle,9900 151ST ST,Sep,2019,19-147321,49.191303000000005,-122.849144
Theft from Motor Vehicle,16300 96TH AVE,Sep,2019,19-147324,49.176787,-122.77098500000001
Theft from Motor Vehicle,8400 156B ST,Sep,2019,19-147343,49.036657,-122.776517
Theft from Motor Vehicle,15000 98TH AVE,Sep,2019,19-147417,49.181678000000005,-122.806873
Theft from Motor Vehicle,159TH ST / 84TH AVE,Sep,2019,19-147567,49.155425,-122.78163700000002
Theft from Motor Vehicle,10000 148TH ST,Sep,2019,19-147821,49.191303000000005,-122.849144
Theft from Motor Vehicle,15600 91A AVE,Sep,2019,19-147890,49.191303000000005,-122.849144
Theft from Motor Vehicle,14000 113TH AVE,Sep,2019,19-148051,49.207479,-122.833871
Theft from Motor Vehicle,10600 150TH ST,Sep,2019,19-148075,49.194798,-122.80604
Theft from Motor Vehicle,10300 140TH ST,Sep,2019,19-148343,49.189777,-122.833922
Theft from Motor Vehicle,9400 163RD ST,Sep,2019,19-148417,49.17331,-122.77045600000001
Theft from Motor Vehicle,9000 156TH ST,Sep,2019,19-148513,49.166602000000005,-122.789874
Theft from Motor Vehicle,153A ST / 94TH AVE,Sep,2019,19-148526,49.191303000000005,-122.849144
Theft from Motor Vehicle,8700 158TH ST,Sep,2019,19-148713,49.160383,-122.78487
Theft from Motor Vehicle,151ST ST / 100TH AVE,Sep,2019,19-148751,49.184185,-122.803913
Theft from Motor Vehicle,15300 85A AVE,Sep,2019,19-148814,49.191303000000005,-122.849144
Theft from Motor Vehicle,10800 142A ST,Sep,2019,19-148968,49.198407,-122.82693
Theft from Motor Vehicle,16100 110A AVE,Sep,2019,19-149056,49.191303000000005,-122.849144
Theft from Motor Vehicle,14000 PARK DR,Sep,2019,19-149112,49.205568,-122.839178
Theft from Motor Vehicle,13800 114TH AVE,Sep,2019,19-149195,49.20941,-122.840014
Theft from Motor Vehicle,15900 96TH AVE,Sep,2019,19-149241,49.176741,-122.78141299999999
Theft from Motor Vehicle,14400 104TH AVE,Sep,2019,19-149544,49.192581,-122.82258999999999
Theft from Motor Vehicle,10400 154A ST,Sep,2019,19-149728,49.19225,-122.79507
Theft from Motor Vehicle,14600 84TH AVE,Sep,2019,19-150286,49.156222,-122.817122
Theft from Motor Vehicle,14700 108A AVE,Sep,2019,19-150849,49.191303000000005,-122.849144
Theft from Motor Vehicle,15400 96A AVE,Sep,2019,19-151353,49.191303000000005,-122.849144
Theft from Motor Vehicle,15500 85A AVE,Sep,2019,19-151425,49.191303000000005,-122.849144
Theft from Motor Vehicle,14600 96TH AVE,Sep,2019,19-141388,49.17723,-122.81708200000001
Theft from Motor Vehicle,16500 FRASER HWY,Sep,2019,19-148439,49.191303000000005,-122.849144
Theft from Motor Vehicle,16200 96TH AVE,Sep,2019,19-149156,49.178083,-122.77339099999999
Theft from Motor Vehicle,10900 144TH ST,Sep,2019,19-137401,49.200562,-122.82271999999999
Theft from Motor Vehicle,14800 61ST AVE,Apr,2019,19-52737,49.113583,-122.81293000000001
Theft from Motor Vehicle,7000 MALVERN PL,Apr,2019,19-55514,49.130503000000004,-122.858135
Theft from Motor Vehicle,13700 88TH AVE,Apr,2019,19-55998,49.162167,-122.842413
Theft from Motor Vehicle,6400 140TH ST,Apr,2019,19-57448,49.120108,-122.83207800000001
Theft from Motor Vehicle,12700 80TH AVE,Apr,2019,19-57990,49.147982,-122.871001
Theft from Motor Vehicle,12700 67TH AVE,May,2019,19-64551,49.125744,-122.870429
Theft from Motor Vehicle,12400 73A AVE,May,2019,19-64824,49.191303000000005,-122.849144
Theft from Motor Vehicle,12000 88TH AVE,Mar,2019,19-64864,49.163063,-122.88945600000001
Theft from Motor Vehicle,8200 132A ST,May,2019,19-69626,49.152035,-122.854979
Theft from Motor Vehicle,6500 131ST ST,Apr,2019,19-69719,49.120946999999994,-122.859176
Theft from Motor Vehicle,8600 141ST ST,May,2019,19-69884,49.159371,-122.832594
Theft from Motor Vehicle,7800 120A ST,May,2019,19-73957,49.144714,-122.887294
Theft from Motor Vehicle,7300 128TH ST,May,2019,19-75883,49.13586,-122.866223
Theft from Motor Vehicle,15100 75TH AVE,May,2019,19-77391,49.138866,-122.80261999999999
Theft from Motor Vehicle,12300 78TH AVE,May,2019,19-77531,49.14459,-122.881852
Theft from Motor Vehicle,13800 80B AVE,Jun,2019,19-80324,49.036657,-122.776517
Theft from Motor Vehicle,12800 64TH AVE,Jun,2019,19-85914,49.11895,-122.86748700000001
Theft from Motor Vehicle,14600 64TH AVE,Jun,2019,19-86285,49.118926,-122.817099
Theft from Motor Vehicle,12800 68A AVE,Jun,2019,19-88217,49.191303000000005,-122.849144
Theft from Motor Vehicle,7100 140A ST,Jun,2019,19-89918,49.131708,-122.832899
Theft from Motor Vehicle,12200 88TH AVE,Jun,2019,19-90105,49.163025,-122.885377
Theft from Motor Vehicle,8200 KING GEORGE BLVD,Jun,2019,19-92991,49.152252000000004,-122.84533700000001
Theft from Motor Vehicle,14400 RIDGE CRES,Jul,2019,19-100825,49.102647,-122.82338500000002
Theft from Motor Vehicle,7600 134TH ST,Jul,2019,19-105712,49.140421999999994,-122.84998799999998
Theft from Motor Vehicle,59A AVE / 139A ST,Jul,2019,19-109965,49.191303000000005,-122.849144
Theft from Motor Vehicle,6400 KING GEORGE BLVD,Jul,2019,19-109969,49.118541,-122.84501399999999
Theft from Motor Vehicle,13400 70B AVE,Jul,2019,19-111120,49.036657,-122.776517
Theft from Motor Vehicle,12100 86TH AVE,Aug,2019,19-120225,49.159438,-122.887776
Theft from Motor Vehicle,132ND ST / 78TH AVE,Aug,2019,19-121981,49.145645,-122.856752
Theft from Motor Vehicle,14800 56A AVE,Aug,2019,19-124004,49.191303000000005,-122.849144
Theft from Motor Vehicle,8100 130TH ST,Aug,2019,19-127110,49.149952,-122.861795
Theft from Motor Vehicle,5900 131A ST,Aug,2019,19-128607,49.109802,-122.857676
Theft from Motor Vehicle,6800 KING GEORGE BLVD,Aug,2019,19-129438,49.125912,-122.84520900000001
Theft from Motor Vehicle,6900 144TH ST,Aug,2019,19-133424,49.12833,-122.823074
Theft from Motor Vehicle,13300 76TH AVE,Aug,2019,19-134374,49.140741,-122.854272
Theft from Motor Vehicle,6900 KING GEORGE BLVD,Jul,2019,19-135323,49.128017,-122.84516299999999
